URL,category,Product Title,Price,Images,Video Source,Prongs,Moissanite Facet Pattern,Stone Size,Stone,Metal,Band,Finger Size Info,images_Stone_size,image_metal,image_Finger_Ring_Size,Material,Cut,Clarity,Color,Additional Fatures
https://zenmoissanite.com/collections/rings/products/the-jasmine-radiant,rings,Jasmine (with Pavé) - Radiant,"Rs. 145,400.00","https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25-2.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25-3.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25-4.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25-5.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25Lifestyle-3.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25Lifestyle-2.jpg, https://zenmoissanite.com/cdn/shop/products/9x7mm_2.4cte_BrilliantRadiant4-prongJasmine_1.6mmpaveband_-14kWG-Size4.25Lifestyle.jpg, https://zenmoissanite.com/cdn/shop/products/b7c074b411ec44aa95bb144fbb54e865.thumbnail.0000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/b7c074b411ec44aa95bb144fbb54e865/b7c074b411ec44aa95bb144fbb54e865.HD-1080p-7.2Mbps.mp4?v=0,,,,,,,,9x7mm radiant brilliant,14k white gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,Radiant (brilliant or crushed ice),VVS1/VVS2,Colorless (DEF),"DisclaimerDue to the invisible gallery feature, this ring design cannot undergo a standard resizing process. Please note that recasting is required for any size adjustments, whether it is to size up or down."
https://zenmoissanite.com/collections/rings/products/the-harley-round-brilliant-h-a-grey,rings,Harley - Round (Grey),"Rs. 105,200.00","https://zenmoissanite.com/cdn/shop/products/6.5mmDarkGreyH_AHarley_4Prongs_-14kRG-Size7.jpg, https://zenmoissanite.com/cdn/shop/products/6.5mmDarkGreyH_AHarley_4Prongs_-14kRG-Size7-2.jpg, https://zenmoissanite.com/cdn/shop/products/6.5mmDarkGreyH_AHarley_4Prongs_-14kRG-Size7-3_b92a2422-fd42-448a-86c0-0614b636f56f.jpg, https://zenmoissanite.com/cdn/shop/products/6.5mmDarkGreyH_AHarley_4Prongs_-14kRG-Size7-4_21c42b72-61bc-4d9d-b99d-980aa5793e2f.jpg, https://zenmoissanite.com/cdn/shop/products/6.5mmDarkGreyH_AHarley_4Prongs_-14kRG-Size7-5_fe002c70-8035-4093-a5cf-1d5d39aba1a6.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-9.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-10.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-6.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-13.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-7.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-8.jpg, https://zenmoissanite.com/cdn/shop/products/8mmH_AHarley_4prongs_DarkGrey-14kRG-size4.75-11.jpg",,", 4 Prongs, 6 Prongs","Brilliant / Hearts & Arrows (H&A), Old European Cut (OEC)",", 6.5mm (1cte), 6.75mm (1.15cte), 7mm (1.25cte), 7.25mm (1.35cte), 7.5mm (1.5cte), 7.75mm (1.75cte), 8mm (2cte), 8.25mm (2.25cte), 8.5mm (2.5cte), 8.75mm (2.75cte), 9mm (3cte), 9.25mm (3.25cte), 9.5mm (3.5cte), 9.75mm (3.75cte), 10mm (4cte), 10.25mm (4.25cte), 10.5mm (4.5cte), 10.75mm (4.75cte), 11mm (5cte)",,,,,6.5mm round brilliant,14k rose gold,8mm round brilliant,Metal of choice + Moissanite from Zen Moissanite,Hearts and Arrows (H&A) or Old European Cut (OEC),VVS1-VVS2,Grey,Our signature solitaire design featuring claw prongs and a hidden halo.
https://zenmoissanite.com/collections/rings/products/the-rhonda-emerald-3-stone-ring,rings,Rhonda - Emerald & Trapezoid,"Rs. 220,200.00","https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size7_b229b417-49b5-40c9-9dd3-844de47eda63.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size72_35ff8642-4e38-47ad-98fa-52bad8f48d51.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size73_998d3650-bb11-4a19-a85f-99a1d9476f77.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size7-4_ff5c7976-558f-4c7f-8613-779427d12626.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size7-2_2d921e00-7ac9-40b4-b5dc-0a57a16605e3.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size7-3_06334300-9661-4492-8458-aa826c3383a2.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mmEmerald_6x4mmStepCutTrapezoids_5ctetotalweight_Rhonda_2mmplainband_-14kYG-Size7-1_d4073cb8-bb58-4700-8a8f-98125827d9ca.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/7625cfb394f644b19500436739f49c52.thumbnail.0000000000_610x.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/0b6c7c5c5308428880ee1d825269798a.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/7625cfb394f644b19500436739f49c52/7625cfb394f644b19500436739f49c52.HD-1080p-7.2Mbps-37406982.mp4?v=0,,,,,,,,5ct equivalent total weight (10x7mm emerald & 6x4mm trapezoids),14k yellow gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,Emerald & step cut trapezoids,VVS,Colorless (EF),Stone Layout :2.5cte equivalent total weight :4x3mm Step Cut Trapezoid | 8x6mm Emerald | 4x3mm Step Cut Trapezoid3.4cte equivalent total weight :5x3.5mm Step Cut Trapezoid | 9x7mm Emerald | 5x3.5mm Step Cut Trapezoid4.7cte equivalent total weight :5.25x3.75mm Step Cut Trapezoid | 10x8mm Emerald | 5.25x3.75mm Step Cut Trapezoid5.9cte equivalent total weight :5.5x4mm Step Cut Trapezoid | 11x8mm Emerald | 5.5x4mm Step Cut Trapezoid7.4cte equivalent total weight :6x4.5mm Step Cut Trapezoid | 12x9mm Emerald | 6x4.5mm Step Cut Trapezoid
https://zenmoissanite.com/collections/rings/products/ophelia-pear-1,rings,Ophelia (Pavé) - Pear,"Rs. 154,600.00","https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_WhiteMoissaniteBrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6_cb803d12-c5cc-47f0-8da5-a0eaa8ed244c.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_WhiteMoissaniteBrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6-2_dfbce466-1b73-4498-b207-077bca4c39e9.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_WhiteMoissaniteBrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6-3_60f3d29e-f574-4f70-a1dc-7d5fe1425b49.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_WhiteMoissaniteBrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6-4_2bed6240-d6b4-4f10-8a03-04b1621d46f1.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_WhiteMoissaniteBrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6-5_dbe04ec8-e6db-49fe-affb-97a91ddb3568.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle-2_2bff7db5-b1c1-43ad-a392-b0fc1febc618.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle-3_8d0db2f8-173f-425a-a4cb-f117fd7afbd0.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle-4_31a6c909-e7b9-4cfa-9ae1-c8b55c0606e7.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle-5_8b78dc28-9292-43aa-91e3-ae6de0dcf290.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle-6_4ea83575-21dc-4c2f-b140-130eb7e1d301.jpg, https://zenmoissanite.com/cdn/shop/files/11x7.5mm_2.95cte_BrilliantPear3-prongOphelia_1.7mm3-4paveband_-14kYG-Size6Lifestyle_65bdd314-dcd0-4bc8-a2b1-c2ed2a85590b.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/55ac9ec16cb14c82aa4255497e9cabd5.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/55ac9ec16cb14c82aa4255497e9cabd5/55ac9ec16cb14c82aa4255497e9cabd5.HD-1080p-7.2Mbps-21037808.mp4?v=0,,,,,,,,11x7.5mm (2.95cte) pear brilliant (Colourless) Zen Moissanite,14k yellow gold,3/4 pavé,Moissanite from Zen Moissanite,Pear,VVS1-VVS2,Colorless (DEF),"Pavé covers 3/4 of band (customizable upon request).Please note that all of our standard ring settings come with moissanite accent stones (band pavé stones, halo stones, hidden halo, etc.) even if you select a lab-diamond center stone. If you are interested in lab-diamond accent stones, our team can provide a quote based off of your order after your order has been placed. Please notify our team of your interest for lab-diamond accent stones in the notes section of the order, or via email at team@zenmoissanite.com"
https://zenmoissanite.com/collections/rings/products/beth-oval,rings,Beth - Oval,"Rs. 111,400.00","https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5-2.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5-3.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5-4.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5-5.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle-2.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle-3.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle-4.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle-5.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle-6.jpg, https://zenmoissanite.com/cdn/shop/files/10x7mm_2.5cte_CrushedIceOval4-prongBeth_1.7mmplainband_-14kYG-Size6.5Lifestyle.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/7eea803cadd244a8ace71b6f15a47f31.thumbnail.0000000000_610x.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/abc4be7dd0784e4caba1171ba84750f2.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/7eea803cadd244a8ace71b6f15a47f31/7eea803cadd244a8ace71b6f15a47f31.HD-1080p-7.2Mbps-14298256.mp4?v=0,,,,"['MOISSANITE', 'LAB-DIAMOND']","14k rose gold, 14k yellow gold,  14k white gold,  18k rose gold, 18k yellow gold, 18k white gold, platinum","THIN, STANDARD, WIDE, CUSTOM",", 3.25, 3.5, 3.75, 4, 4.25, 4.5, 4.75, 5, 5.25, 5.5, 5.75, 6, 6.25, 6.5, 6.75, 7, 7.25, 7.5, 7.75, 8, 8.25, 8.50, 8.75, 9, 9.25, 9.5, 9.75, 10, 10.25, 10.5, 10.75, 11, 11.25, 11.5, 11.75, 12, 12.25, 12.5, 12.75, 12.75+ Contact our team for additional sizes","10x7mm crushed ice oval, 14k yellow gold",Shown on a size 7 finger,,Metal of choice + Moissanite from Zen Moissanite,"Oval (antique, hybrid, brilliant or crushed ice)",VVS,Colorless (EF),
https://zenmoissanite.com/collections/rings/products/becca-round-1,rings,Becca - Round,"Rs. 89,700.00","https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5-2.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5-3.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5-4.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5-5.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-2.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-6.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-5.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-7.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-4.jpg, https://zenmoissanite.com/cdn/shop/files/8.5mm_2.5cte_H_ARound4-prongBecca_1.7mmplainband_-18kYG-Size6.5lifestyle-3.jpg, https://zenmoissanite.com/cdn/shop/products/5a276f829e8a48ce8e904cff9caad053.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/5a276f829e8a48ce8e904cff9caad053/5a276f829e8a48ce8e904cff9caad053.HD-1080p-7.2Mbps-13210252.mp4?v=0,"4 Prongs, 6 Prongs",,,,,,,"8.5mm round brilliant (H&A), 18k yellow gold",Shown on a size 4.75 finger.,,Metal of choice + Moissanite from Zen Moissanite,Hearts and Arrows (H&A) or Old European Cut (OEC),VVS,Colorless (EF),
https://zenmoissanite.com/collections/rings/products/harley-with-pave-radiant,rings,Harley (with Pavé) - Radiant,"Rs. 151,600.00","https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6-2.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6-3.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6-4.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6-5.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6Closeup-2.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6Closeup.jpg, https://zenmoissanite.com/cdn/shop/products/a98b892bb20a420ebdd0a6e8a3b55c06.thumbnail.0000000000_610x.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6Closeup-3.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6Closeup-4.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6Closeup-5.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6lifestyle.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6lifestyle-4.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6lifestyle-3.jpg, https://zenmoissanite.com/cdn/shop/products/9x6mm_2cte_BrilliantRadiant4-prongHarley_1.7mm3_4paveband_-14kYG-Size6lifestyle-2.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/a98b892bb20a420ebdd0a6e8a3b55c06/a98b892bb20a420ebdd0a6e8a3b55c06.HD-1080p-7.2Mbps-9620172.mp4?v=0,,,,,,,,9x6mm radiant brilliant,14k yellow gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,Radiant (brilliant or crushed ice),VVS,Colorless (EF),
https://zenmoissanite.com/collections/rings/products/jasmine-cushion,rings,Jasmine (with Pavé) - Cushion,"Rs. 145,400.00","https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3_4paveband_-18kRG-Size6.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3_4paveband_-18kRG-Size62.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3_4paveband_-18kRG-Size63.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3_4paveband_-18kRG-Size64.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3-4paveband_-18kRG-Size6-2.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3-4paveband_-18kRG-Size6-3.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3-4paveband_-18kRG-Size6-4.jpg, https://zenmoissanite.com/cdn/shop/files/8.75mm_3.1cte_BrilliantCushion4-prongJasmine_1.8mm3-4paveband_-18kRG-Size6-5.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/f4f0046b05574b17822ac8b8b6e2f278.thumbnail.0000000000_610x.jpg, https://zenmoissanite.com/cdn/shop/files/preview_images/b4d52d51ec8842c4b9d43bc5e13fc561.thumbnail.0000000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/f4f0046b05574b17822ac8b8b6e2f278/f4f0046b05574b17822ac8b8b6e2f278.HD-1080p-7.2Mbps-28783530.mp4?v=0,,,,,,,,8.75mm brilliant cut cushion,18k rose gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,"Cushion (old mine cut, modern, brilliant or crushed ice)",VVS1/VVS2,Colorless (DEF),"Our signature solitaire design featuring claw prongs and a hidden halo.DisclaimerDue to the invisible gallery feature, this ring design cannot undergo a standard resizing process. Please note that recasting is required for any size adjustments, whether it is to size up or down."
https://zenmoissanite.com/collections/rings/products/maria-emerald,rings,Maria - Emerald,"Rs. 179,400.00","https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-1.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-2.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-3.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-4.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-6.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-8.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-5.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-4_1.jpg, https://zenmoissanite.com/cdn/shop/products/11x9mm_5cte_Emerald4-prongCaroline_1.7mmpaveband_-14kWG-Size5.5-7.jpg, https://zenmoissanite.com/cdn/shop/products/e77f6c1388fd4b76be9f2e54d392e479.thumbnail.0000000_610x.jpg, https://zenmoissanite.com/cdn/shop/products/a265c94987c2460f99a8ed1b2db8b57f.thumbnail.0000000_610x.jpg",https://zenmoissanite.com/cdn/shop/videos/c/vp/e77f6c1388fd4b76be9f2e54d392e479/e77f6c1388fd4b76be9f2e54d392e479.HD-1080p-7.2Mbps.mp4?v=0,,,,"['MOISSANITE', 'LAB-DIAMOND']","14k rose gold, 14k yellow gold,  14k white gold,  18k rose gold, 18k yellow gold, 18k white gold, platinum","THIN, STANDARD, WIDE, CUSTOM",", 3.25, 3.5, 3.75, 4, 4.25, 4.5, 4.75, 5, 5.25, 5.5, 5.75, 6, 6.25, 6.5, 6.75, 7, 7.25, 7.5, 7.75, 8, 8.25, 8.50, 8.75, 9, 9.25, 9.5, 9.75, 10, 10.25, 10.5, 10.75, 11, 11.25, 11.5, 11.75, 12, 12.25, 12.5, 12.75, 12.75+ Contact our team for additional sizes",11x9mm emerald,14k white gold,Shown on a size 4.75 finger,Metal of choice + Moissanite from Zen Moissanite,Emerald,VVS1/VVS2,Colorless (DEF),"Features a cathedral mount, with hidden halo and pavé prongs."
https://zenmoissanite.com/collections/rings/products/the-harley-emerald,rings,Harley - Emerald,"Rs. 105,200.00","https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9-2.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9-3.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9-4.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9-5.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9Lifestyle.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9Lifestyle-2.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9Lifestyle-9.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9Lifestyle-10.jpg, https://zenmoissanite.com/cdn/shop/products/14x10mm_8cte_Emerald4-prongHarley_2mmplainband_-14kYG-Size9Lifestyle-11.jpg",,,,,"['MOISSANITE', 'LAB-DIAMOND']","14k rose gold, 14k yellow gold,  14k white gold,  18k rose gold, 18k yellow gold, 18k white gold, platinum","THIN, STANDARD, WIDE, CUSTOM",", 3.25, 3.5, 3.75, 4, 4.25, 4.5, 4.75, 5, 5.25, 5.5, 5.75, 6, 6.25, 6.5, 6.75, 7, 7.25, 7.5, 7.75, 8, 8.25, 8.50, 8.75, 9, 9.25, 9.5, 9.75, 10, 10.25, 10.5, 10.75, 11, 11.25, 11.5, 11.75, 12, 12.25, 12.5, 12.75, 12.75+ Contact our team for additional sizes",14x10mm emeral,14k yellow gold,Shown on a size 7 finger.,Metal of choice + Moissanite from Zen Moissanite,Emerald,VVS1/VVS2,Colorless (DEF),Our signature solitaire design featuring claw prongs and a hidden halo.
