Diamond ID,GIA Report number,Shape,Size,Color,Clarity,Cut,Polish,Symmetry,Fluorescence,Lab,Ratio,Depth,Table,Measurements,Girdle,Culet,Treatment,Star Length,Pavilion,Crown,Shade,Inclusion,Brand,Rap Spec,Key To Symbols,Lab Comment,Member Comment,Vendor Stock number,$/ct,%Rap,Total,Cash: $/ct,Cash: %Rap,Cash: Total,Seller ID,Seller,City,State,Country,Notes,Last Updated,Location,Item Page,Rating,Availability,Diamond Type,videoLink,imageURL,certificateURL
163659825,5222891645,Round,1.51,J,SI2,G,VG,G,Faint,GIA,,66.6,55.0,6.88-7.03x4.63,"VTK-VTK, 7%, Faceted",None,-,50.0,"40.5%, 39.2°","19%, 40°",Yellow,No Milky.,,RapSpec C5,"Crystal, Cloud, Feather, Needle",Additional clouds are not shown. Pinpoints are not shown.,Prices listed are for COD . Memo prices  available on request.  Not all stones are available for memo. Email to rapnet@lsdco.com or call  Aidy directly on 646-768-4359,40355322,1645.0,-0.65,2483.95,1504.0,-0.68,2271.04,12996,Leo Schachter Diamonds LLC,New York,,USA,Prices listed are for COD . Memo prices  available on request.  Not all stones are available for memo. Email to rapnet@lsdco.com or call  Aidy directly on 646-768-4359,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=5222891645&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,83.0,G,,https://storage.googleapis.com/v360_store/Vision360.html?d=11718541 ,,https://certs.rapnet.com/UserFolders/12996/Certs/
161447986,632414991,Round,1.1,L,SI2,EX,EX,EX,Slight,IGI,,60.8,57.0,6.68-6.70x4.07,3.6%,-,-,,"43%, 40.8°","14%, 33.2°",Brown,No Milky.,,-,"Cloud, Feather, Crystal, Needle, Cavity",IDEAL CUT ROUND BRILLIANT  Faint Brown,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",3700250,455.0,-0.81,500.5,,,,113262,SHREE RAMDOOT GEMS LLP,Mumbai,,India,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=632414991,100.0,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//632414991.pdf
165740595,6472401813,Sq. Emerald,3.01,I,SI1,,EX,VG,None,GIA,1.001,68.1,64.0,7.88x7.87x5.36,"M-TK, Polished","None, Pointed",-,,-,-,None,No Milky.,,-,"Twinning Wisp, Cavity, Feather, Cloud, Indented Natural, Natural",Pinpoints are not shown.,   Contact:Janam Shah Whatsapp +918080099007;For More Option & Benifits Visit www.venusjewel.com;Price for Memo will be Higher,500450169G,,,,4400.0,-0.686,13244.0,51500,VENUS JEWEL,New York,,USA,   Contact:Janam Shah Whatsapp +918080099007;For More Option & Benifits Visit www.venusjewel.com;Price for Memo will be Higher,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=6472401813&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,100.0,G,,https://d1s5m21q2l18ke.cloudfront.net/v360_mov/n4fb3tfi027.HTML?sv=1&displayAllSideview=1,,https://certs.rapnet.com/UserFolders/51500/Certs/
150831158,515206143,Round,1.0,E,SI2,G,VG,VG,Strong,IGI,,65.9,59.0,6.07-6.16x4.04,TK-VTK,-,-,,"43.5%, 41.2°","18%, 38°",None,No Milky.,,-,-,-,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,P-2093,1440.0,-0.7,1440.0,,,,67551,K. B. GEMS,,,India,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=515206143,,STPS,,https://diam360.in/files/Dia%20Image/newvideos/vision360.html?d=P-2093&zoomslide=1,https://diam360.in/StoneDetailsFinal.aspx?Pcsid=P-2093,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2022/2/15/515206143.pdf
153878582,581305988,Round,2.02,J,SI1,EX,EX,EX,None,IGI,,59.5,62.0,8.15-8.20x4.87,4.2%,-,-,,"43%, 40.8°","12%, 32.5°",None,Black:BT2. No Open. No White. No Milky.,,-,-,-,NO BGM (Skype : Sanghvi&Sons  Wechat : sanghvisons-Chirag),RO23070481A,2282.4,-0.683,4610.448,,,,52372,SANGHVI & SONS,Mumbai,,India,NO BGM (Skype : Sanghvi&Sons  Wechat : sanghvisons-Chirag),12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=581305988,,G,,https://www.videocertificate.com/video/RO23070481A/video.mp4,https://www.videocertificate.com/worldproductdetails/index/index.html?RO23070481A,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2023/8/8/581305988.pdf
162086968,631402162,Rose,0.5,J,SI1,,EX,VG,None,IGI,1.244,34.9,77.0,6.02x4.84x1.69,"M-TK, 6.2%",None,-,,"17%, 32.4°","12.5%, 38.5°",Brown,No black. No Milky.,,-,-,N/A,(No Green(No Milky-100% Eye Clean)(Above 15000$ free Shipping at NL BK US AUS & NZ) ROSE CUSHION CUT,226203601,385.0,-0.725,192.5,,,,60745,C DINESH & CO,Mumbai,,India,(No Green(No Milky-100% Eye Clean)(Above 15000$ free Shipping at NL BK US AUS & NZ) ROSE CUSHION CUT,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=631402162,,G,,,https://www.pkstone.co.in/videodetail.aspx?vstr=6A00370050004C0035006C003000680030007000470058007000760041006F006400530053006C00680077003D003D00&OV=T,https://s3.amazonaws.com/rap.certs/IGI/Certificates//631402162.pdf
165412921,5493130172,Emerald,0.9,H,VVS1,,EX,VG,Faint,GIA,1.36,72.0,65.0,6.05x4.45x3.20,"VTK-XTK, Polished",None,-,,-,-,None,No Milky.,,-,"Pinpoint, Feather",-,https://www.sheetal.co/Details/StoneDetails/?stoneno=RF131701,RF131701,1356.08,-0.705,1220.472,,,,106592,SHEETAL GROUP USA INC,New York,NY,USA,https://www.sheetal.co/Details/StoneDetails/?stoneno=RF131701,12-26-2024,USA,http://www.gia.edu/cs/Satellite?reportno=5493130172&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,G,,https://d21g74glrkyyov.cloudfront.net/RF131701/RF131701.mp4,https://www.sheetal.co/Details/StoneDetails/?stoneno=RF131701,https://certs.rapnet.com/UserFolders/106592/Certs/
165494843,662435030,Cushion Modified,1.0,I,VVS2,,EX,EX,None,IGI,1.096,72.1,62.0,5.73x5.23x3.77,-,-,-,,"50%, 35.5°","17%, 41.5°",None,No Milky.,,-,-,-,SUPERB STONE (WECHAT ID - Sarjan_18) SKYPE NAME - SARJAN IMPEX) [VIBER AND LINE -9081075672] (ZALO - 9081075672),V-5900,1376.0,-0.68,1376.0,,,,118443,SARJAN IMPEX,Mumbai,,India,SUPERB STONE (WECHAT ID - Sarjan_18) SKYPE NAME - SARJAN IMPEX) [VIBER AND LINE -9081075672] (ZALO - 9081075672),12-24-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=662435030,,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//662435030.pdf
150831164,550259619,Emerald,1.5,G,SI2,VG,EX,EX,None,IGI,1.403,67.0,63.0,7.49x5.34x3.58,STK-TK,-,-,,"46.5%, 38.1°","15%, 36.7°",None,No Milky.,,-,-,-,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,36K1-26,1710.8,-0.695,2566.2,,,,67551,K. B. GEMS,,,India,NO BGM Wechat:kbgems Harshil Shah +91 9833951939,12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=550259619,,STPS,,https://diam360.in/files/Dia%20Image/newvideos/vision360.html?d=36K1-26&zoomslide=1,https://diam360.in/StoneDetailsFinal.aspx?Pcsid=36K1-26,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2023/2/21/550259619.pdf
164823101,240000236556,Round,1.01,E,SI2,G,VG,VG,None,HRD,,64.6,55.0,6.22-6.33x4.08,-,-,-,,-,-,None,No Milky.,,-,-,100% eyeclean ; wechat - joydiam,No BGM,1P-236556,1488.0,-0.69,1502.88,,,,78938,JOY DIAM,Mumbai,,India,No BGM,12-25-2024,IND,https://my.hrdantwerp.com/?record_number=240000236556,,G,,,,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2024/10/20/240000236556.pdf
147537986,220000209588,Cushion Modified,5.15,K,VS2,,EX,EX,Medium,HRD,1.042,70.2,65.0,9.40x9.02x6.33,TK-TK,-,-,,"45.5%, ","16.5%, ",None,No Milky.,,-,-,"(Skype id : ksb.jewels),whatsapp: +919819921254",NO BGM,1428,4030.0,-0.74,20754.5,,,,101003,KAUSHAMBI JEWELS,Mumbai,,India,NO BGM,12-25-2024,IND,https://my.hrdantwerp.com/?record_number=220000209588,,G,,,https://v360.diamonds/c/9509e469-5195-43d7-8a6b-569ca942dde9?m=i&a=RB-1,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2023/1/2/220000209588.pdf
161448003,632415018,Round,2.01,E,SI2,EX,EX,EX,Slight,IGI,,62.6,56.0,7.96-8.03x5.01,4.2%,-,-,,"42%, 40.2°","16.5%, 36.5°",None,No Milky.,,-,"Cloud, Feather, Crystal",N/A,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",3600548,2697.0,-0.743,5420.97,,,,113262,SHREE RAMDOOT GEMS LLP,Mumbai,,India,"Skype:-SRD GEMS ,Whatsapp:- VAIBHAV ISMALIYA , +91 99090 41691 , +91 99202 95952,WeChat:- srdgems, SrdGems-Hk        QBC 8954,8959  (for Volume Adavntage call Us)",12-26-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=632415018,100.0,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates//632415018.pdf
159318084,2486815306,Baguette,0.92,F,SI1,,EX,EX,None,GIA,2.427,66.4,69.0,8.81x3.63x2.41,"TK-VTK, Polished",None,-,,-,-,,-,,-,"Feather, Crystal",-,(Whats App : +91 9327805094) (We chat:- rv_ghevariya)(skype: live:.cid.eaf5110d12234517) Before Confirming stone Please ask for current price. As our Stock is Under Revision.,21019,901.0,-0.735,828.92,,,,67184,GHEVARIYA EXPORTS,Mumbai,,India,(Whats App : +91 9327805094) (We chat:- rv_ghevariya)(skype: live:.cid.eaf5110d12234517) Before Confirming stone Please ask for current price. As our Stock is Under Revision.,12-25-2024,IND,http://www.gia.edu/cs/Satellite?reportno=2486815306&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,0.0,G,,https://view.gem360.in/gem360.html?d=1803241049-21019,,https://certs.rapnet.com/UserFolders/67184/Certs/
142098501,532247707,Round,2.13,M,SI2,EX,EX,EX,None,IGI,,63.3,59.5,8.10-8.17x5.16,-,-,-,,-,-,,-,,-,-,-,"WECHAT QQ ID-SR9429150687, SKYPE-9825204049",SR-198,1035.0,-0.77,2204.55,,,,122053,S R Gems - Roshan Shah,SURAT,,India,"WECHAT QQ ID-SR9429150687, SKYPE-9825204049",12-24-2024,IND,http://report.igi.org/index.php/reports/verify_your_report?r=532247707,,G,,,,https://s3.amazonaws.com/rap.certs/IGI/Certificates/2022/6/13/532247707.pdf
164823107,240000236549,Round,1.14,H,SI2,VG,EX,EX,Strong,HRD,,56.9,63.0,6.84-6.86x3.90,-,-,-,,-,-,None,No black. No Milky.,,-,-,100% eyeclean ; wechat - joydiam,No BGM No Black ,1P-236549,1200.0,-0.7,1368.0,,,,78938,JOY DIAM,Mumbai,,India,No BGM No Black ,12-25-2024,IND,https://my.hrdantwerp.com/?record_number=240000236549,,G,,,,https://s3.amazonaws.com/rap.certs/HRD/Certificates/2024/10/22/240000236549.pdf
